"backers_count","blurb","categoryId","categoryName","categorySlug","converted_pledged_amount","country","country_displayable_name","created_at","created_at_formatted","creatorAvatar","creatorId","creatorName","creatorUrl","currency","currency_symbol","currency_trailing_code","current_currency","deadline","description","disable_communication","fx_rate","goal","id","is_starrable","launched_at","launched_at_formatted","link","locationId","locationName","name","photo","pledged","pubDate","slug","spotlight","staff_pick","state","state_changed_at","static_usd_rate","title","url","usd_exchange_rate","usd_pledged","usd_type"
"1","VPD Buddy is an exciting new gadget that uses thermal imaging to measure canopy temperature over a give area giving precision VPD.","337","Gadgets","technology/gadgets","1","GB","the United Kingdom","1607945724","Mon, 14 Dec 2020 11:35:24 +0000","https://ksr-ugc.imgix.net/assets/031/694/747/b7629134b6e28d4063cffc17b4edf3ad_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1627310767&auto=format&frame=1&q=92&s=0e62dfc5cbc8e99901ab9f359efc3fd7","479335276","Paul Krasnowski","https://www.kickstarter.com/profile/pyramind","GBP","£","false","USD","1632910875","VPD Buddy is an exciting new gadget that uses thermal imaging to measure canopy temperature over a give area giving precision VPD.","false","1.36483183","20000","1772902769","true","1627726875","Sat, 31 Jul 2021 10:21:15 +0000","https://www.kickstarter.com/projects/pyramind/vpd-buddy-know-more-grow-more?ref=discovery_newest","12602211","Anglesey County, UK","VPD Buddy - Know More Grow More",,"1","Sat, 31 Jul 2021 10:21:15 +0000","vpd-buddy-know-more-grow-more","false","false","live","1627726876","1.39427039","VPD Buddy - Know More Grow More","https://www.kickstarter.com/projects/pyramind/vpd-buddy-know-more-grow-more?ref=discovery_newest","1.36483183","1.39427039","international"
"148","A Stylish Next-gen wearable eye care device, made for beauty and relaxation.","337","Gadgets","technology/gadgets","24611","HK","Hong Kong","1624954249","Tue, 29 Jun 2021 08:10:49 +0000","https://ksr-ugc.imgix.net/assets/033/980/383/d481afa439ec021e202f4a81bed40f61_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1627531371&auto=format&frame=1&q=92&s=82983ff574c35d4309a7cedbcc341877","1074400005","EyeDear","https://www.kickstarter.com/profile/eyedear","HKD","$","true","USD","1630152087","A Stylish Next-gen wearable eye care device, made for beauty and relaxation.","false","0.12837951","30000","1126412011","true","1627560087","Thu, 29 Jul 2021 12:01:27 +0000","https://www.kickstarter.com/projects/eyedear/eyedear-wearable-smart-eyecare?ref=discovery_newest","2165352","Hong Kong, Hong Kong","EyeDear Eye Massager: Wearable. Smart. Eyecare",,"191706","Thu, 29 Jul 2021 12:01:27 +0000","eyedear-wearable-smart-eyecare","false","false","live","1627560089","0.12850679","EyeDear Eye Massager: Wearable. Smart. Eyecare","https://www.kickstarter.com/projects/eyedear/eyedear-wearable-smart-eyecare?ref=discovery_newest","0.12837951","24635.52268374","international"
"27","Empty phone batteries are the past. E-wallet is the future.","337","Gadgets","technology/gadgets","2579","NL","the Netherlands","1626191569","Tue, 13 Jul 2021 15:52:49 +0000","https://ksr-ugc.imgix.net/assets/033/578/334/47c176fd4a24250ea462018a54ae0518_original.JPG?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1621452459&auto=format&frame=1&q=92&s=75e9c7e555e166956f195d13ee7e10e4","1799291918","Nick Niedenzu","https://www.kickstarter.com/profile/e-wallet","EUR","€","false","USD","1630957337","Empty phone batteries are the past. E-wallet is the future.","false","1.17203066","15000","1648155121","true","1627501337","Wed, 28 Jul 2021 19:42:17 +0000","https://www.kickstarter.com/projects/e-wallet/e-wallet-the-wallet-that-charges-your-phone-0?ref=discovery_newest","728902","Duiven, Netherlands","E-Wallet: The wallet that charges your phone!",,"2201","Wed, 28 Jul 2021 19:42:17 +0000","e-wallet-the-wallet-that-charges-your-phone-0","false","false","live","1627501338","1.18059991","E-Wallet: The wallet that charges your phone!","https://www.kickstarter.com/projects/e-wallet/e-wallet-the-wallet-that-charges-your-phone-0?ref=discovery_newest","1.17203066","2598.50040191","international"
"1520","A compact, versatile, vibrating, heating massage ball for pain relief and recovery","337","Gadgets","technology/gadgets","267921","US","the United States","1625758624","Thu, 08 Jul 2021 15:37:04 +0000","https://ksr-ugc.imgix.net/assets/021/506/164/175dcaa6ca373420ecc7a8a05ace430c_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1528398088&auto=format&frame=1&q=92&s=dc9afca979c63b50c3020165ddaa26f8","337574463","MyoStorm","https://www.kickstarter.com/profile/meteormini","USD","$","true","USD","1629993575","A compact, versatile, vibrating, heating massage ball for pain relief and recovery","false","1","25000","415423534","true","1627401575","Tue, 27 Jul 2021 15:59:35 +0000","https://www.kickstarter.com/projects/meteormini/the-meteor-mini-by-myostorm-vibration-heat-massage?ref=discovery_newest","2487610","Salt Lake City, UT","The METEOR MINI by MyoStorm | Vibration, Heat, Massage",,"267921","Tue, 27 Jul 2021 15:59:35 +0000","the-meteor-mini-by-myostorm-vibration-heat-massage","false","false","live","1627401577","1","The METEOR MINI by MyoStorm | Vibration, Heat, Massage","https://www.kickstarter.com/projects/meteormini/the-meteor-mini-by-myostorm-vibration-heat-massage?ref=discovery_newest","1","267921.0","international"
"5","connecting you to the one you care about","337","Gadgets","technology/gadgets","183","HK","Hong Kong","1625538247","Tue, 06 Jul 2021 02:24:07 +0000","https://ksr-ugc.imgix.net/assets/034/203/124/0d1d287cc3f6d1d340ab5f931497f8b1_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1626251735&auto=format&frame=1&q=92&s=001d682ffdf857b1895a31b9318e5997","1370548302","Weminder","https://www.kickstarter.com/profile/weminder","HKD","$","true","USD","1632212008","connecting you to the one you care about","false","0.12837951","156000","650074839","true","1627028008","Fri, 23 Jul 2021 08:13:28 +0000","https://www.kickstarter.com/projects/weminder/weminder-caring-voice-reminder?ref=discovery_newest","2165353","Kowloon, Hong Kong","Weminder: Caring Voice Reminder",,"1433","Fri, 23 Jul 2021 08:13:28 +0000","weminder-caring-voice-reminder","false","false","live","1627028010","0.12864963","Weminder: Caring Voice Reminder","https://www.kickstarter.com/projects/weminder/weminder-caring-voice-reminder?ref=discovery_newest","0.12837951","184.35491979","international"
"1288","Full-featured powerful & portable mini mouse, laser pointer and wireless presenter for Mac, windows, tablets, smartphones and more.","337","Gadgets","technology/gadgets","56412","US","the United States","1619769201","Fri, 30 Apr 2021 07:53:21 +0000","https://ksr-ugc.imgix.net/assets/033/338/709/995e6cde2bee2117f70766590930e83f_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1626430908&auto=format&frame=1&q=92&s=f8525ec0a42ecffaf010fd26183c38d3","477802576","ZeroMouse","https://www.kickstarter.com/profile/zeromouse","USD","$","true","USD","1630849226","Full-featured powerful & portable mini mouse, laser pointer and wireless presenter for Mac, windows, tablets, smartphones and more.","false","1","1000","360671363","true","1626961226","Thu, 22 Jul 2021 13:40:26 +0000","https://www.kickstarter.com/projects/zeromouse/zeromouse-coin-size-smart-wireless-mouse-for-work-and-play?ref=discovery_newest","2459269","Newark, NJ","ZeroMouse: World's Smallest Wireless Mouse for Work & Play",,"56412","Thu, 22 Jul 2021 13:40:26 +0000","zeromouse-coin-size-smart-wireless-mouse-for-work-and-play","false","false","live","1626961227","1","ZeroMouse: World's Smallest Wireless Mouse for Work & Play","https://www.kickstarter.com/projects/zeromouse/zeromouse-coin-size-smart-wireless-mouse-for-work-and-play?ref=discovery_newest","1","56412.0","international"
"29","Canister Vacuum Box","337","Gadgets","technology/gadgets","9513","US","the United States","1621878961","Mon, 24 May 2021 17:56:01 +0000","https://ksr-ugc.imgix.net/assets/026/123/022/6fa5bb27beb03bc1a78f39179658877b_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1565679672&auto=format&frame=1&q=92&s=4b3032f3d28e2d137b9ff0f7ae66af21","1393509994","Goodtimes","https://www.kickstarter.com/profile/good-times","USD","$","true","USD","1630080008","Canister Vacuum Box","false","1","6000","1704099235","true","1626192008","Tue, 13 Jul 2021 16:00:08 +0000","https://www.kickstarter.com/projects/good-times/goodtimes-automatic-vacuum-canister?ref=discovery_newest","2442047","Los Angeles, CA","Goodtimes Automatic Vacuum Canister",,"9513","Tue, 13 Jul 2021 16:00:08 +0000","goodtimes-automatic-vacuum-canister","false","false","live","1626192010","1","Goodtimes Automatic Vacuum Canister","https://www.kickstarter.com/projects/good-times/goodtimes-automatic-vacuum-canister?ref=discovery_newest","1","9513.0","international"
"33","A Super Easy-to-use & Child-friendly Pet Excrement Cleaner Tool!","337","Gadgets","technology/gadgets","1364","US","the United States","1618827749","Mon, 19 Apr 2021 10:22:29 +0000","https://ksr-ugc.imgix.net/assets/032/309/107/6b9123dfa00f05a8dfc6f942fe35fb32_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1612871040&auto=format&frame=1&q=92&s=c2e7936e7bf127ea2cb7f7eab03e86e6","1689361412","Total Care","https://www.kickstarter.com/profile/totalcare","USD","$","true","USD","1631262273","A Super Easy-to-use & Child-friendly Pet Excrement Cleaner Tool!","false","1","500","1409114727","true","1626078273","Mon, 12 Jul 2021 08:24:33 +0000","https://www.kickstarter.com/projects/totalcare/total-cares-pooper-scooper?ref=discovery_newest","2490383","Seattle, WA","Total Care’s Pooper Scooper",,"1364","Mon, 12 Jul 2021 08:24:33 +0000","total-cares-pooper-scooper","false","false","live","1626078274","1","Total Care’s Pooper Scooper","https://www.kickstarter.com/projects/totalcare/total-cares-pooper-scooper?ref=discovery_newest","1","1364.0","international"
"6","The Mister Cooler portable misting system connects to any cooler or water source, transforming leftover water into a refreshing mist.","337","Gadgets","technology/gadgets","1020","US","the United States","1615415618","Wed, 10 Mar 2021 22:33:38 +0000","https://ksr-ugc.imgix.net/assets/032/953/564/99b3385d77ef50dd431197bc24314842_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1617233426&auto=format&frame=1&q=92&s=84c0619b8afbfa8e3c33d243ff96e06f","1379352194","Mister Cooler","https://www.kickstarter.com/profile/mistercooler","USD","$","true","USD","1630854247","The Mister Cooler portable misting system connects to any cooler or water source, transforming leftover water into a refreshing mist.","false","1","50000","353026286","true","1625670247","Wed, 07 Jul 2021 15:04:07 +0000","https://www.kickstarter.com/projects/mistercooler/mister-cooler-comfortable-compact-misting-system?ref=discovery_newest","2487796","San Antonio, TX","Mister Cooler: Comfortable, Compact Misting System",,"1020","Wed, 07 Jul 2021 15:04:07 +0000","mister-cooler-comfortable-compact-misting-system","false","false","live","1625670249","1","Mister Cooler: Comfortable, Compact Misting System","https://www.kickstarter.com/projects/mistercooler/mister-cooler-comfortable-compact-misting-system?ref=discovery_newest","1","1020.0","international"
"5","Avoid human error and data loss accident.","337","Gadgets","technology/gadgets","1813","HK","Hong Kong","1611673800","Tue, 26 Jan 2021 15:10:00 +0000","https://ksr-ugc.imgix.net/assets/032/561/845/5c1f995e65897a1b5ee224f6da3e3bc4_original.JPG?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1614618136&auto=format&frame=1&q=92&s=0fdb30919d5a237268493e95164b8ba6","356318694","Alex Y.","https://www.kickstarter.com/profile/famidrive","HKD","$","true","USD","1630469774","Avoid human error and data loss accident.","false","0.12837951","233493","1841506747","true","1625285774","Sat, 03 Jul 2021 04:16:14 +0000","https://www.kickstarter.com/projects/famidrive/famidrive-storage-with-unlimited-data-backup-capacity?ref=discovery_newest","2165352","Hong Kong, Hong Kong","FamiDRIVE - Storage with Unlimited Data Backup Capacity",,"14126","Sat, 03 Jul 2021 04:16:14 +0000","famidrive-storage-with-unlimited-data-backup-capacity","false","false","live","1625285775","0.12875266","FamiDRIVE - Storage with Unlimited Data Backup Capacity","https://www.kickstarter.com/projects/famidrive/famidrive-storage-with-unlimited-data-backup-capacity?ref=discovery_newest","0.12837951","1818.76007516","international"
"15","Scrubbing And Steaming 2-in1/Corner Brush/Floor Brush/Carpet Brush/Wireless/Deep Cleaning/Automatic Scrubbing","337","Gadgets","technology/gadgets","8672","US","the United States","1610418972","Tue, 12 Jan 2021 02:36:12 +0000","https://ksr-ugc.imgix.net/assets/030/763/546/8fc0095dd8e2c8e726704b995d4dbb93_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1623270651&auto=format&frame=1&q=92&s=c1f6e300ff5601efefca1c76eeaa3b98","2027706011","TurboSwirl","https://www.kickstarter.com/profile/turboswirl","USD","$","true","USD","1630149061","Scrubbing And Steaming 2-in1/Corner Brush/Floor Brush/Carpet Brush/Wireless/Deep Cleaning/Automatic Scrubbing","false","1","15000","272399646","true","1624965061","Tue, 29 Jun 2021 11:11:01 +0000","https://www.kickstarter.com/projects/turboswirl/turboswirl-the-steaming-electric-scrubber?ref=discovery_newest","2393370","Dover, DE","TurboSwirl: The Steaming Electric Scrubber",,"8672.3","Tue, 29 Jun 2021 11:11:01 +0000","turboswirl-the-steaming-electric-scrubber","false","false","live","1624965063","1","TurboSwirl: The Steaming Electric Scrubber","https://www.kickstarter.com/projects/turboswirl/turboswirl-the-steaming-electric-scrubber?ref=discovery_newest","1","8672.3","international"
"21","A 3-in-1 Air Purifier, Ashtray, and Wireless Charger & negative ions Air Purifying Solution","337","Gadgets","technology/gadgets","4543","HK","Hong Kong","1625225471","Fri, 02 Jul 2021 11:31:11 +0000","https://ksr-ugc.imgix.net/assets/034/083/994/de72b0bafb1fc26efc11c337d7ced949_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1625228000&auto=format&frame=1&q=92&s=b8eaa31e02b8e2a0ecf6155e73335e76","2144278382","XIAOYUAN Air Purifier","https://www.kickstarter.com/profile/2144278382","HKD","$","true","USD","1628854471","A 3-in-1 Air Purifier, Ashtray, and Wireless Charger & negative ions Air Purifying Solution","false","0.12837951","30000","404373231","false","1626262471","Wed, 14 Jul 2021 11:34:31 +0000","https://www.kickstarter.com/projects/2144278382/xiaoyuanan-intelligent-mini-and-portable-air-purifier?ref=discovery_newest","2165352","Hong Kong, Hong Kong","XIAOYUAN—An Intelligent Mini & Portable Air Purifier",,"35355","Wed, 14 Jul 2021 11:34:31 +0000","xiaoyuanan-intelligent-mini-and-portable-air-purifier","true","false","successful","1628854471","0.12875697","XIAOYUAN—An Intelligent Mini & Portable Air Purifier","https://www.kickstarter.com/projects/2144278382/xiaoyuanan-intelligent-mini-and-portable-air-purifier?ref=discovery_newest","0.12849754","4552.20267435","international"
"236","Ready to use | Perfect for all touchscreen | Palm rejection on new iPad | Magnetic charging | Portable and lightweight.","337","Gadgets","technology/gadgets","16949","US","the United States","1625214954","Fri, 02 Jul 2021 08:35:54 +0000","https://ksr-ugc.imgix.net/assets/034/082/189/32e0570d48c59ef0350f879eb0ce4f6e_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1625214848&auto=format&frame=1&q=92&s=676b6005e9437e28e8feb44260260307","1521232103","Adonit","https://www.kickstarter.com/profile/adonit","USD","$","true","USD","1628834400","Ready to use | Perfect for all touchscreen | Palm rejection on new iPad | Magnetic charging | Portable and lightweight.","false","1","5000","1184859378","false","1626187862","Tue, 13 Jul 2021 14:51:02 +0000","https://www.kickstarter.com/projects/adonit/adonit-dash-4-the-all-purpose-stylus?ref=discovery_newest","2357536","Austin, TX","Adonit Dash 4 | The all-purpose stylus.",,"16949","Tue, 13 Jul 2021 14:51:02 +0000","adonit-dash-4-the-all-purpose-stylus","true","false","successful","1628834400","1","Adonit Dash 4 | The all-purpose stylus.","https://www.kickstarter.com/projects/adonit/adonit-dash-4-the-all-purpose-stylus?ref=discovery_newest","1","16949.0","international"
"408","8 Ports | 2 Slots | Foldable Stand | Boost Working Productivity | Keep Your Desk Stay Neat","337","Gadgets","technology/gadgets","39691","US","the United States","1624425383","Wed, 23 Jun 2021 05:16:23 +0000","https://ksr-ugc.imgix.net/assets/033/981/063/13477d37df0f78fb973777f8d7bc0ef1_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1624426473&auto=format&frame=1&q=92&s=dc0f7e5d7914ae5fd1863cb9f61abbbc","2130861614","Xfanic","https://www.kickstarter.com/profile/xfanic","USD","$","true","USD","1628773205","8 Ports | 2 Slots | Foldable Stand | Boost Working Productivity | Keep Your Desk Stay Neat","false","1","2000","2074005253","false","1626181205","Tue, 13 Jul 2021 13:00:05 +0000","https://www.kickstarter.com/projects/xfanic/xfanic-the-1st-11-in-1-desk-organizer-with-hub-and-stand?ref=discovery_newest","2161853","Shenzhen, China","Xfanic: The 1st 11-in-1 Desk Organizer With Hub & Stand",,"39691","Tue, 13 Jul 2021 13:00:05 +0000","xfanic-the-1st-11-in-1-desk-organizer-with-hub-and-stand","true","false","successful","1628773205","1","Xfanic: The 1st 11-in-1 Desk Organizer With Hub & Stand","https://www.kickstarter.com/projects/xfanic/xfanic-the-1st-11-in-1-desk-organizer-with-hub-and-stand?ref=discovery_newest","1","39691.0","international"
